SPDR S&P 500 ETF Trust,Last: 447.26,Change:  -1.44
"Date: February 8, 2022, 3:06 AM EST",Bid: 448.1,Ask: 448.13,Size: 5*1,"Volume: 84,472,859"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon Feb 14 2022,SPY220214C00444000,7,-2.985,6.96,7.16,354,0.203,0.6123,0.032,483,444.00,SPY220214P00444000,3.23,0.095,3.17,3.21,1156,0.1973,-0.3876,0.032,1373
Mon Feb 14 2022,SPY220214C00445000,5.9,-3.335,6.36,6.4,853,0.2,0.5808,0.0331,1186,445.00,SPY220214P00445000,3.55,0.155,3.5,3.54,7335,0.1948,-0.4191,0.0331,3759
Mon Feb 14 2022,SPY220214C00446000,5.65,-2.865,5.72,5.76,429,0.1975,0.548,0.034,1295,446.00,SPY220214P00446000,3.92,0.245,3.86,3.9,3296,0.1913,-0.4519,0.034,2029
Mon Feb 14 2022,SPY220214C00447000,5.15,-2.655,5.11,5.14,1275,0.1949,0.5139,0.0348,749,447.00,SPY220214P00447000,4.21,0.225,4.25,4.29,2140,0.1886,-0.486,0.0348,794
Mon Feb 14 2022,SPY220214C00448000,4.56,-2.575,4.53,4.57,2921,0.1918,0.4787,0.0353,1063,448.00,SPY220214P00448000,4.67,0.35,4.67,4.71,4411,0.1851,-0.5212,0.0353,1264
Mon Feb 14 2022,SPY220214C00449000,3.95,-2.54,3.98,4.02,4330,0.1885,0.4427,0.0355,1689,449.00,SPY220214P00449000,5.14,0.48,5.13,5.17,3272,0.1824,-0.5572,0.0355,797
Mon Feb 14 2022,SPY220214C00450000,3.49,-2.38,3.48,3.51,8637,0.1859,0.4061,0.0355,3209,450.00,SPY220214P00450000,5.76,0.715,5.62,5.66,3250,0.1788,-0.5937,0.0354,2179
Mon Feb 14 2022,SPY220214C00451000,2.98,-2.31,3.01,3.04,2014,0.183,0.3694,0.035,1458,451.00,SPY220214P00451000,6.35,0.89,6.06,6.26,655,0.176,-0.6305,0.035,1155
Mon Feb 14 2022,SPY220214C00452000,2.58,-2.16,2.58,2.61,2568,0.1803,0.3329,0.0342,1792,452.00,SPY220214P00452000,7.1,1.195,6.61,6.83,531,0.1734,-0.667,0.0342,553
Mon Feb 14 2022,SPY220214C00453000,1.9,-2.315,2.19,2.22,935,0.1777,0.2971,0.0331,1128,453.00,SPY220214P00453000,8.67,2.305,7.17,7.55,777,0.17,-0.7028,0.0331,1026
Mon Feb 14 2022,SPY220214C00454000,1.88,-1.835,1.85,1.87,1339,0.1748,0.2624,0.0316,1000,454.00,SPY220214P00454000,8.86,1.985,7.79,8.17,434,0.1674,-0.7374,0.0316,524
Mon Feb 14 2022,SPY220214C00455000,1.54,-1.72,1.54,1.57,3262,0.1723,0.2293,0.0298,2919,455.00,SPY220214P00455000,8.85,1.43,8.44,8.94,492,0.164,-0.7705,0.0297,1336
Mon Feb 14 2022,SPY220214C00456000,1.28,-1.56,1.27,1.29,1697,0.1698,0.1981,0.0277,1290,456.00,SPY220214P00456000,10.25,2.225,9.14,9.68,29,0.162,-0.8018,0.0277,553
Mon Feb 14 2022,SPY220214C00457000,1.06,-1.4,1.04,1.06,1948,0.1676,0.169,0.0254,2454,457.00,SPY220214P00457000,8.88,0.25,9.88,10.46,5,0.1584,-0.8308,0.0254,431
Mon Feb 14 2022,SPY220214C00458000,0.84,-1.265,0.84,0.86,1635,0.1654,0.1424,0.0229,1521,458.00,SPY220214P00458000,12.54,3.275,10.63,11.29,17,0.1534,-0.8575,0.0229,716
Mon Feb 14 2022,SPY220214C00459000,0.6,-1.19,0.67,0.69,1041,0.1634,0.1184,0.0204,1342,459.00,SPY220214P00459000,13.39,3.42,11.45,12.18,43,0.1496,-0.8815,0.0204,287
Mon Feb 14 2022,SPY220214C00460000,0.53,-0.98,0.53,0.55,4352,0.1614,0.097,0.0179,5257,460.00,SPY220214P00460000,13.25,2.585,12.3,12.99,144,0.1463,-0.9028,0.0179,428
Mon Feb 14 2022,SPY220214C00461000,0.36,-0.905,0.42,0.43,899,0.1597,0.0785,0.0154,1069,461.00,SPY220214P00461000,14.06,2.63,13.16,13.94,10,0.1423,-0.9213,0.0154,467
Mon Feb 14 2022,SPY220214C00462000,0.33,-0.715,0.32,0.34,1032,0.1585,0.0627,0.0131,1640,462.00,SPY220214P00462000,12.34,0.145,14.07,14.8,21,0.137,-0.9371,0.0131,115
Mon Feb 14 2022,SPY220214C00463000,0.24,-0.615,0.25,0.26,811,0.1565,0.0495,0.011,619,463.00,SPY220214P00463000,13.33,0.33,14.99,15.73,11,0.1321,-0.9504,0.011,236
Mon Feb 14 2022,SPY220214C00464000,0.15,-0.545,0.19,0.2,428,0.1551,0.0386,0.009,761,464.00,SPY220214P00464000,15.19,1.345,15.93,16.68,31,0.1192,-0.9612,0.009,245
Mon Feb 14 2022,SPY220214C00465000,0.14,-0.425,0.14,0.15,1104,0.1551,0.0299,0.0074,2559,465.00,SPY220214P00465000,17.66,2.94,16.89,17.61,20,0,-0.9699,0.0074,504
Mon Feb 14 2022,SPY220214C00466000,0.11,-0.335,0.1,0.11,529,0.1532,0.0231,0.0059,1045,466.00,SPY220214P00466000,15.94,0.32,17.84,18.67,19,0,-0.9768,0.0059,186
Mon Feb 14 2022,SPY220214C00467000,0.16,-0.195,0.08,0.09,171,0.1544,0.0177,0.0048,821,467.00,SPY220214P00467000,19.17,2.665,18.81,19.6,29,0,-0.9821,0.0048,261
Mon Feb 14 2022,SPY220214C00468000,0.06,-0.215,0.06,0.07,314,0.1544,0.0137,0.0038,1035,468.00,SPY220214P00468000,19.84,2.39,19.79,20.58,18,0,-0.9861,0.0038,152
Mon Feb 14 2022,SPY220214C00469000,0.04,-0.175,0.04,0.05,877,0.1569,0.0107,0.0031,2118,469.00,SPY220214P00469000,18.88,0,20.78,21.55,0,0.02,-0.9892,0.0031,55
Mon Feb 14 2022,SPY220214C00470000,0.03,-0.135,0.03,0.04,2163,0.1534,0.0084,0.0025,3144,470.00,SPY220214P00470000,22.4,3.065,21.78,22.53,22,0.02,-0.9914,0.0025,228
Mon Feb 14 2022,SPY220214C00471000,0.02,-0.105,0.02,0.03,206,0.1525,0.0068,0.002,684,471.00,SPY220214P00471000,21.77,1.48,22.74,23.52,21,0.02,-0.9931,0.002,146
Mon Feb 14 2022,SPY220214C00472000,0.02,-0.075,0.02,0.03,551,0.1565,0.0055,0.0017,535,472.00,SPY220214P00472000,24.11,2.87,23.73,24.52,435,0.02,-0.9943,0.0016,516
Mon Feb 14 2022,SPY220214C00473000,0.02,-0.055,0.01,0.02,423,0.1532,0.0046,0.0014,535,473.00,SPY220214P00473000,42.07,0,24.75,25.5,0,0.02,-0.9952,0.0014,25
Mon Feb 14 2022,SPY220214C00474000,0.01,-0.045,0.01,0.02,916,0.1586,0.0039,0.0012,1690,474.00,SPY220214P00474000,24.78,1.56,25.75,26.58,10,0.02,-0.996,0.0012,43
Mon Feb 14 2022,SPY220214C00475000,0.01,-0.035,0.01,0.02,825,0.1635,0.0033,0.001,4885,475.00,SPY220214P00475000,27.14,2.93,26.75,27.57,189,0.02,-0.9965,0.001,221
Mon Feb 14 2022,SPY220214C00476000,0.02,-0.015,0.01,0.02,191,0.1687,0.0029,0.0009,305,476.00,SPY220214P00476000,26.16,0.965,27.72,28.51,85,0.02,-0.9969,0.0009,111
Mon Feb 14 2022,SPY220214C00477000,0.01,-0.015,0,0.01,11,0.1732,0.0026,0.0008,338,477.00,SPY220214P00477000,27.81,1.62,28.74,29.5,201,0.02,-0.9973,0.0008,233
Mon Feb 14 2022,SPY220214C00478000,0.01,-0.015,0,0.01,196,0.161,0.0023,0.0007,366,478.00,SPY220214P00478000,27.61,0.43,29.74,30.51,7,0.02,-0.9976,0.0007,29
Mon Feb 14 2022,SPY220214C00479000,0.02,-0.005,0,0.01,20,0.1656,0.002,0.0006,305,479.00,SPY220214P00479000,11.58,0,30.74,31.57,0,0.02,-0.9978,0.0006,24
Mon Feb 14 2022,SPY220214C00480000,0.01,-0.005,0,0.01,512,0.1703,0.0018,0.0005,2394,480.00,SPY220214P00480000,29.35,0,31.75,32.48,0,0.02,-0.998,0.0005,47
Mon Feb 14 2022,SPY220214C00481000,0.01,-0.005,0,0.01,50,0.1749,0.0017,0.0005,1260,481.00,SPY220214P00481000,29.71,0,32.74,33.57,0,0.02,-0.9982,0.0005,29
Mon Feb 14 2022,SPY220214C00482000,0.01,0,0,0.01,0,0.1795,0.0015,0.0004,619,482.00,SPY220214P00482000,34.22,3.04,33.74,34.57,3,0.02,-0.9983,0.0004,13
Mon Feb 14 2022,SPY220214C00483000,0.01,-0.005,0,0.01,2,0.1843,0.0014,0.0004,395,483.00,SPY220214P00483000,37.85,0,34.74,35.57,0,0.02,-0.9985,0.0004,10
Mon Feb 14 2022,SPY220214C00484000,0.01,-0.005,0,0.01,6,0.1888,0.0013,0.0004,297,484.00,SPY220214P00484000,33.84,0,35.74,36.57,0,0.02,-0.9986,0.0004,20
Mon Feb 14 2022,SPY220214C00485000,0.01,-0.005,0,0.01,5,0.1934,0.0012,0.0003,421,485.00,SPY220214P00485000,29.11,0,36.75,37.48,0,0.02,-0.9987,0.0003,11
Mon Feb 14 2022,SPY220214C00486000,0.01,-0.005,0,0.01,1,0.198,0.0011,0.0003,132,486.00,SPY220214P00486000,19.33,0,37.74,38.57,0,0.02,-0.9988,0.0003,16
Mon Feb 14 2022,SPY220214C00487000,0,0,0,0,0,0,0.001,0.0003,0,487.00,SPY220214P00487000,0,0,0,0,0,0,-0.9989,0.0003,0
Mon Feb 14 2022,SPY220214C00488000,0.02,0.015,0,0.01,10,0.207,0.0009,0.0002,188,488.00,SPY220214P00488000,42.31,0,39.74,40.57,0,0.02,-0.9989,0.0002,38
Mon Feb 14 2022,SPY220214C00489000,0,0,0,0,0,0,0.0008,0.0002,0,489.00,SPY220214P00489000,0,0,0,0,0,0,-0.999,0.0002,0
Mon Feb 14 2022,SPY220214C00490000,0.02,0.015,0,0.01,10,0.216,0.0008,0.0002,1048,490.00,SPY220214P00490000,43.87,0,41.75,42.48,0,0.02,-0.9991,0.0002,29
Mon Feb 14 2022,SPY220214C00491000,0,0,0,0,0,0,0.0007,0.0002,0,491.00,SPY220214P00491000,0,0,0,0,0,0,-0.9991,0.0002,0
Mon Feb 14 2022,SPY220214C00492000,0.01,0,0,0.01,0,0.2249,0.0007,0.0002,969,492.00,SPY220214P00492000,47.71,0,43.74,44.57,0,0.02,-0.9992,0.0002,10
Mon Feb 14 2022,SPY220214C00493000,0,0,0,0,0,0,0.0006,0.0002,0,493.00,SPY220214P00493000,0,0,0,0,0,0,-0.9992,0.0002,0
Mon Feb 14 2022,SPY220214C00494000,0.01,0,0,0.01,0,0.2338,0.0006,0.0001,30,494.00,SPY220214P00494000,23.62,0,45.74,46.57,0,0.02,-0.9993,0.0001,1
Mon Feb 14 2022,SPY220214C00495000,0.02,0,0,0.01,0,0.2382,0.0005,0.0001,227,495.00,SPY220214P00495000,0,0,46.75,47.48,0,0.02,-0.9993,0.0001,0
Mon Feb 14 2022,SPY220214C00496000,0.01,0,0,0.01,0,0.2426,0.0005,0.0001,574,496.00,SPY220214P00496000,45.35,0,47.74,48.57,0,0.02,-0.9994,0.0001,12
Mon Feb 14 2022,SPY220214C00497000,0,0,0,0,0,0,0.0005,0.0001,0,497.00,SPY220214P00497000,0,0,0,0,0,0,-0.9994,0.0001,0
Mon Feb 14 2022,SPY220214C00498000,0.02,0,0,0.01,0,0.2513,0.0004,0.0001,103,498.00,SPY220214P00498000,48.44,1.285,49.74,50.57,1,0.02,-0.9994,0.0001,1
Mon Feb 14 2022,SPY220214C00499000,0,0,0,0,0,0,0.0004,0.0001,0,499.00,SPY220214P00499000,0,0,0,0,0,0,-0.9995,0.0001,0
Mon Feb 14 2022,SPY220214C00500000,0.01,0,0,0.01,0,0.26,0.0004,0.0001,1058,500.00,SPY220214P00500000,70.41,0,51.75,52.48,0,0.02,-0.9995,0.0001,0
Mon Feb 14 2022,SPY220214C00502000,0.01,0,0,0.01,0,0.2686,0.0003,0.0001,259,502.00,SPY220214P00502000,50.32,0,53.74,54.57,0,0.02,-0.9996,0.0001,0
Mon Feb 14 2022,SPY220214C00504000,0.01,0,0,0.01,0,0.2771,0.0003,0.0001,19,504.00,SPY220214P00504000,64.63,0,55.74,56.57,0,0.02,-0.9996,0.0001,0
Mon Feb 14 2022,SPY220214C00505000,0.01,0,0,0.01,0,0.2814,0.0003,0.0001,54,505.00,SPY220214P00505000,0,0,56.75,57.48,0,0.02,-0.9996,0.0001,0
Mon Feb 14 2022,SPY220214C00506000,0,0,0,0.01,0,0.2856,0.0003,0.0001,0,506.00,SPY220214P00506000,0,0,57.74,58.58,0,0.02,-0.9997,0.0001,0
Mon Feb 14 2022,SPY220214C00508000,0.02,0,0,0.01,0,0.294,0.0002,0,300,508.00,SPY220214P00508000,0,0,59.74,60.58,0,0.02,-0.9997,0.0001,0
Mon Feb 14 2022,SPY220214C00510000,0.01,0,0,0.01,0,0.3023,0.0002,0,17,510.00,SPY220214P00510000,61.76,0,61.75,62.5,0,0.02,-0.9997,0,0
Mon Feb 14 2022,SPY220214C00512000,0.02,0,0,0.01,0,0.3106,0.0002,0,101,512.00,SPY220214P00512000,0,0,63.74,64.58,0,0.02,-0.9998,0,0
Mon Feb 14 2022,SPY220214C00514000,0.02,0,0,0.01,0,0.3189,0.0002,0,7,514.00,SPY220214P00514000,0,0,65.74,66.58,0,0.02,-0.9998,0,0
Mon Feb 14 2022,SPY220214C00515000,0.01,0,0,0.01,0,0.323,0.0002,0,31,515.00,SPY220214P00515000,0,0,66.75,67.5,0,0.02,-0.9998,0,0
Mon Feb 14 2022,SPY220214C00516000,0.02,0,0,0.01,0,0.3272,0.0002,0,12,516.00,SPY220214P00516000,0,0,67.74,68.58,0,0.02,-0.9998,0,0
Mon Feb 14 2022,SPY220214C00518000,0,0,0,0.01,0,0.3353,0.0001,0,0,518.00,SPY220214P00518000,0,0,69.74,70.57,0,0.02,-0.9999,0,0
Mon Feb 14 2022,SPY220214C00520000,0.01,0,0,0.01,0,0.3435,0.0001,0,2,520.00,SPY220214P00520000,0,0,71.75,72.48,0,0.02,-0.9999,0,0
Mon Feb 14 2022,SPY220214C00525000,0,0,0,0,0,0,0.0001,0,0,525.00,SPY220214P00525000,0,0,0,0,0,0,-0.9999,0,0
Mon Feb 14 2022,SPY220214C00530000,0.01,0,0,0.01,0,0.3835,0.0001,0,346,530.00,SPY220214P00530000,0,0,81.75,82.48,0,0.02,-1,0,0
Mon Feb 14 2022,SPY220214C00535000,0,0,0,0,0,0,0.0001,0,0,535.00,SPY220214P00535000,0,0,0,0,0,0,-1,0,0
Mon Feb 14 2022,SPY220214C00540000,0,0,0,0.01,0,0.4224,0,0,0,540.00,SPY220214P00540000,0,0,91.75,92.48,0,0.02,-1,0,0
Mon Feb 14 2022,SPY220214C00550000,0.01,0,0,0.01,0,0.4603,0,0,2,550.00,SPY220214P00550000,0,0,101.75,102.48,0,0.02,-1,0,0
Mon Feb 14 2022,SPY220214C00560000,0,0,0,0.01,0,0.4972,0,0,0,560.00,SPY220214P00560000,0,0,111.75,112.48,0,0.02,-1,0,0
Wed Feb 16 2022,SPY220216C00285000,0,0,162.43,163.27,0,0.02,1,0,0,285.00,SPY220216P00285000,0.05,0,0,0.01,0,0.8643,-0.0002,0,82
Wed Feb 16 2022,SPY220216C00290000,0,0,157.43,158.27,0,0.02,1,0,0,290.00,SPY220216P00290000,0.07,0,0,0.01,0,0.8329,-0.0002,0,26
Wed Feb 16 2022,SPY220216C00295000,0,0,152.51,153.26,0,0.02,1,0,0,295.00,SPY220216P00295000,0.01,0,0,0.01,0,0.8019,-0.0003,0,10218
Wed Feb 16 2022,SPY220216C00300000,0,0,147.5,148.26,0,0.02,0.9999,0,0,300.00,SPY220216P00300000,0.01,0,0,0.01,0,0.7714,-0.0003,0,59
Wed Feb 16 2022,SPY220216C00305000,0,0,142.44,143.26,0,0.02,0.9999,0,0,305.00,SPY220216P00305000,0.01,0,0,0.01,0,0.7414,-0.0004,0,157
Wed Feb 16 2022,SPY220216C00310000,0,0,137.45,138.26,0,0.02,0.9999,0,0,310.00,SPY220216P00310000,0.01,0,0,0.01,0,0.7118,-0.0004,0,332
Wed Feb 16 2022,SPY220216C00315000,0,0,132.51,133.29,0,0.02,0.9998,0,0,315.00,SPY220216P00315000,0.01,0,0,0.01,0,0.6827,-0.0005,0,1053
Wed Feb 16 2022,SPY220216C00320000,0,0,127.45,128.27,0,0.02,0.9997,0,0,320.00,SPY220216P00320000,0.03,0,0,0.01,0,0.6539,-0.0006,0,681
Wed Feb 16 2022,SPY220216C00325000,0,0,122.51,123.28,0,0.02,0.9996,0.0001,0,325.00,SPY220216P00325000,0.03,0,0,0.01,0,0.6256,-0.0007,0,260
Wed Feb 16 2022,SPY220216C00330000,107.99,0,117.52,118.26,0,0.02,0.9995,0.0001,1,330.00,SPY220216P00330000,0.01,-0.005,0,0.01,1,0.6443,-0.0008,0.0001,301
Wed Feb 16 2022,SPY220216C00335000,0,0,112.53,113.26,0,0.02,0.9994,0.0001,0,335.00,SPY220216P00335000,0.01,-0.005,0.01,0.02,1,0.6221,-0.0009,0.0001,693
Wed Feb 16 2022,SPY220216C00340000,0,0,107.53,108.26,0,0.02,0.9992,0.0001,0,340.00,SPY220216P00340000,0.02,0,0.01,0.02,0,0.5927,-0.0011,0.0001,1582
Wed Feb 16 2022,SPY220216C00345000,0,0,102.52,103.27,0,0.02,0.999,0.0001,0,345.00,SPY220216P00345000,0.03,0,0.01,0.02,0,0.5636,-0.0013,0.0001,272
Wed Feb 16 2022,SPY220216C00350000,0,0,97.52,98.27,0,0.02,0.9987,0.0001,0,350.00,SPY220216P00350000,0.02,-0.005,0.01,0.02,2,0.5348,-0.0016,0.0001,15668
Wed Feb 16 2022,SPY220216C00355000,95.79,0,92.52,93.27,0,0.02,0.9984,0.0002,2,355.00,SPY220216P00355000,0.01,-0.025,0.02,0.03,2,0.5223,-0.0019,0.0002,407
Wed Feb 16 2022,SPY220216C00359000,0,0,0,0,0,0,0.9981,0.0002,0,359.00,SPY220216P00359000,0,0,0,0,0,0,-0.0022,0.0002,0
Wed Feb 16 2022,SPY220216C00360000,92.58,0,87.53,88.3,0,0.02,0.998,0.0002,0,360.00,SPY220216P00360000,0.05,0,0.02,0.03,0,0.4935,-0.0023,0.0002,536
Wed Feb 16 2022,SPY220216C00361000,0,0,0,0,0,0,0.9979,0.0002,0,361.00,SPY220216P00361000,0,0,0,0,0,0,-0.0024,0.0002,0
Wed Feb 16 2022,SPY220216C00362000,0,0,0,0,0,0,0.9978,0.0002,0,362.00,SPY220216P00362000,0,0,0,0,0,0,-0.0024,0.0002,0
Wed Feb 16 2022,SPY220216C00363000,0,0,0,0,0,0,0.9977,0.0002,0,363.00,SPY220216P00363000,0,0,0,0,0,0,-0.0026,0.0002,0
Wed Feb 16 2022,SPY220216C00364000,0,0,0,0,0,0,0.9976,0.0002,0,364.00,SPY220216P00364000,0,0,0,0,0,0,-0.0027,0.0002,0
Wed Feb 16 2022,SPY220216C00365000,85.76,0,82.53,83.28,0,0.02,0.9975,0.0003,0,365.00,SPY220216P00365000,0.03,-0.025,0.03,0.04,10,0.4807,-0.0028,0.0003,1081
Wed Feb 16 2022,SPY220216C00366000,0,0,0,0,0,0,0.9974,0.0003,0,366.00,SPY220216P00366000,0,0,0,0,0,0,-0.0029,0.0003,0
Wed Feb 16 2022,SPY220216C00367000,0,0,0,0,0,0,0.9972,0.0003,0,367.00,SPY220216P00367000,0,0,0,0,0,0,-0.003,0.0003,0
Wed Feb 16 2022,SPY220216C00368000,0,0,0,0,0,0,0.9971,0.0003,0,368.00,SPY220216P00368000,0,0,0,0,0,0,-0.0032,0.0003,0
Wed Feb 16 2022,SPY220216C00369000,0,0,0,0,0,0,0.9969,0.0003,0,369.00,SPY220216P00369000,0,0,0,0,0,0,-0.0033,0.0003,0
Wed Feb 16 2022,SPY220216C00370000,80.55,-0.36,77.54,78.29,1,0.02,0.9968,0.0003,11,370.00,SPY220216P00370000,0.05,-0.015,0.03,0.04,68,0.4683,-0.0034,0.0003,30500
Wed Feb 16 2022,SPY220216C00371000,0,0,0,0,0,0,0.9966,0.0004,0,371.00,SPY220216P00371000,0,0,0,0,0,0,-0.0036,0.0003,0
Wed Feb 16 2022,SPY220216C00372000,0,0,0,0,0,0,0.9965,0.0004,0,372.00,SPY220216P00372000,0,0,0,0,0,0,-0.0038,0.0004,0
Wed Feb 16 2022,SPY220216C00373000,0,0,0,0,0,0,0.9963,0.0004,0,373.00,SPY220216P00373000,0,0,0,0,0,0,-0.0039,0.0004,0
Wed Feb 16 2022,SPY220216C00374000,0,0,0,0,0,0,0.9961,0.0004,0,374.00,SPY220216P00374000,0,0,0,0,0,0,-0.0041,0.0004,0
Wed Feb 16 2022,SPY220216C00375000,93.25,0,72.55,73.32,0,0.02,0.9959,0.0004,4,375.00,SPY220216P00375000,0.05,-0.025,0.04,0.05,206,0.4453,-0.0043,0.0004,1486
Wed Feb 16 2022,SPY220216C00376000,0,0,0,0,0,0,0.9957,0.0004,0,376.00,SPY220216P00376000,0,0,0,0,0,0,-0.0045,0.0004,0
Wed Feb 16 2022,SPY220216C00377000,0,0,0,0,0,0,0.9955,0.0005,0,377.00,SPY220216P00377000,0,0,0,0,0,0,-0.0047,0.0005,0
Wed Feb 16 2022,SPY220216C00378000,0,0,0,0,0,0,0.9953,0.0005,0,378.00,SPY220216P00378000,0,0,0,0,0,0,-0.005,0.0005,0
Wed Feb 16 2022,SPY220216C00379000,0,0,0,0,0,0,0.995,0.0005,0,379.00,SPY220216P00379000,0,0,0,0,0,0,-0.0052,0.0005,0
Wed Feb 16 2022,SPY220216C00380000,0,0,67.55,68.31,0,0.02,0.9948,0.0006,0,380.00,SPY220216P00380000,0.08,-0.015,0.05,0.06,140,0.4239,-0.0054,0.0005,661
Wed Feb 16 2022,SPY220216C00381000,0,0,0,0,0,0,0.9945,0.0006,0,381.00,SPY220216P00381000,0,0,0,0,0,0,-0.0057,0.0006,0
Wed Feb 16 2022,SPY220216C00382000,0,0,0,0,0,0,0.9942,0.0006,0,382.00,SPY220216P00382000,0,0,0,0,0,0,-0.006,0.0006,0
Wed Feb 16 2022,SPY220216C00383000,0,0,0,0,0,0,0.9939,0.0006,0,383.00,SPY220216P00383000,0,0,0,0,0,0,-0.0063,0.0006,0
Wed Feb 16 2022,SPY220216C00384000,0,0,0,0,0,0,0.9936,0.0007,0,384.00,SPY220216P00384000,0,0,0,0,0,0,-0.0066,0.0007,0
Wed Feb 16 2022,SPY220216C00385000,62.65,0,62.57,63.32,0,0.02,0.9932,0.0007,7,385.00,SPY220216P00385000,0.06,-0.055,0.06,0.07,4,0.4009,-0.007,0.0007,1122
Wed Feb 16 2022,SPY220216C00386000,0,0,0,0,0,0,0.9929,0.0008,0,386.00,SPY220216P00386000,0,0,0,0,0,0,-0.0073,0.0007,0
Wed Feb 16 2022,SPY220216C00387000,0,0,0,0,0,0,0.9925,0.0008,0,387.00,SPY220216P00387000,0,0,0,0,0,0,-0.0077,0.0008,0
Wed Feb 16 2022,SPY220216C00388000,0,0,0,0,0,0,0.9921,0.0008,0,388.00,SPY220216P00388000,0,0,0,0,0,0,-0.0081,0.0008,0
Wed Feb 16 2022,SPY220216C00389000,0,0,0,0,0,0,0.9917,0.0009,0,389.00,SPY220216P00389000,0,0,0,0,0,0,-0.0085,0.0009,0
Wed Feb 16 2022,SPY220216C00390000,53.05,0,57.59,58.34,0,0.02,0.9912,0.0009,27,390.00,SPY220216P00390000,0.1,-0.045,0.08,0.09,7,0.3819,-0.0089,0.0009,16377
Wed Feb 16 2022,SPY220216C00391000,0,0,0,0,0,0,0.9908,0.001,0,391.00,SPY220216P00391000,0,0,0,0,0,0,-0.0094,0.001,0
Wed Feb 16 2022,SPY220216C00392000,0,0,55.53,56.35,0,0.02,0.9902,0.001,0,392.00,SPY220216P00392000,0.09,-0.075,0.09,0.1,462,0.3734,-0.0099,0.001,812
Wed Feb 16 2022,SPY220216C00393000,0,0,0,0,0,0,0.9897,0.0011,0,393.00,SPY220216P00393000,0,0,0,0,0,0,-0.0105,0.0011,0
Wed Feb 16 2022,SPY220216C00394000,0,0,53.6,54.36,0,0.02,0.9891,0.0012,0,394.00,SPY220216P00394000,0.1,-0.075,0.1,0.11,228,0.3642,-0.011,0.0012,420
Wed Feb 16 2022,SPY220216C00395000,48.22,0,52.56,53.38,0,0.02,0.9885,0.0012,10,395.00,SPY220216P00395000,0.14,-0.045,0.1,0.11,161,0.3593,-0.0116,0.0012,1315
Wed Feb 16 2022,SPY220216C00396000,0,0,51.61,52.37,0,0.02,0.9879,0.0013,0,396.00,SPY220216P00396000,0.11,-0.085,0.11,0.12,231,0.3572,-0.0123,0.0013,233
Wed Feb 16 2022,SPY220216C00397000,46.22,0,50.62,51.39,0,0.02,0.9872,0.0014,10,397.00,SPY220216P00397000,0.1,-0.105,0.11,0.12,271,0.351,-0.013,0.0014,447
Wed Feb 16 2022,SPY220216C00398000,38.37,0,49.62,50.38,0,0.02,0.9864,0.0015,1,398.00,SPY220216P00398000,0.14,-0.075,0.12,0.13,206,0.3486,-0.0137,0.0015,669
Wed Feb 16 2022,SPY220216C00399000,0,0,0,0,0,0,0.9857,0.0016,0,399.00,SPY220216P00399000,0,0,0,0,0,0,-0.0145,0.0016,0
Wed Feb 16 2022,SPY220216C00400000,48.9,-2.205,47.6,48.38,3,0.02,0.9848,0.0017,18,400.00,SPY220216P00400000,0.16,-0.075,0.13,0.14,1233,0.3394,-0.0153,0.0016,1825
Wed Feb 16 2022,SPY220216C00401000,0,0,0,0,0,0,0.9839,0.0018,0,401.00,SPY220216P00401000,0,0,0,0,0,0,-0.0162,0.0018,0
Wed Feb 16 2022,SPY220216C00402000,0,0,45.65,46.41,0,0.02,0.9829,0.0019,0,402.00,SPY220216P00402000,0.14,-0.125,0.14,0.15,281,0.3324,-0.0172,0.0019,422
Wed Feb 16 2022,SPY220216C00403000,0,0,0,0,0,0,0.9819,0.002,0,403.00,SPY220216P00403000,0,0,0,0,0,0,-0.0183,0.002,0
Wed Feb 16 2022,SPY220216C00404000,0,0,43.61,44.42,0,0.02,0.9807,0.0021,0,404.00,SPY220216P00404000,0.22,-0.065,0.16,0.17,36,0.325,-0.0194,0.0021,56
Wed Feb 16 2022,SPY220216C00405000,0,0,42.63,43.43,0,0.02,0.9795,0.0023,0,405.00,SPY220216P00405000,0.23,-0.075,0.17,0.18,84,0.321,-0.0207,0.0022,1002
Wed Feb 16 2022,SPY220216C00406000,0,0,41.69,42.44,0,0.02,0.9781,0.0024,0,406.00,SPY220216P00406000,0.22,-0.095,0.18,0.19,42,0.3168,-0.022,0.0024,530
Wed Feb 16 2022,SPY220216C00407000,0,0,0,0,0,0,0.9767,0.0026,0,407.00,SPY220216P00407000,0,0,0,0,0,0,-0.0235,0.0026,0
Wed Feb 16 2022,SPY220216C00408000,0,0,39.71,40.48,0,0.02,0.9751,0.0028,0,408.00,SPY220216P00408000,0.24,-0.115,0.2,0.21,13,0.31,-0.025,0.0028,452
Wed Feb 16 2022,SPY220216C00409000,0,0,0,0,0,0,0.9733,0.003,0,409.00,SPY220216P00409000,0,0,0,0,0,0,-0.0268,0.003,0
Wed Feb 16 2022,SPY220216C00410000,37.38,0,37.76,38.48,0,0.02,0.9714,0.0032,20,410.00,SPY220216P00410000,0.3,-0.095,0.23,0.24,345,0.3026,-0.0287,0.0032,3033
